phase,type,id,title_or_collection,change
C,product,gid://shopify/Product/8462817198390,KHOISAN TEA - Green Matcha Tea - 30g,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8463136424246,GOOD LIFE - Tangy Hibiscus Loose - Leaf Tea 50g,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8463194718518,EJ'S - Honeybush Green Tea Leaves - 120g,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8463206449462,EJ'S - Honeybush - 40 Tea Bags,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8463267889462,NATURE'S CHOICE - Chai Tea - 350g,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8463492219190,ORGANIC INDIA - Tulsi Gotu Kola Tea - 25 Tea Bags,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8463500869942,ORGANIC INDIA - Tulsi Green Tea Ashwagandha - 25 Tea Bags,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8463509651766,ORGANIC INDIA - Tulsi Green Tea - 25 Tea Bags,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8463523971382,ORGANIC INDIA - Tulsi Honey & Chamomile Tea - 25 Tea Bags,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8463534489910,ORGANIC INDIA - Tulsi Lax Tea - 25 Tea Bags,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8463589278006,ORGANIC INDIA - Tulsi Lemon Ginger Tea - 25 Tea Bags,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8463611035958,ORGANIC INDIA - Tulsi Licorice Spice Tea - 25 Tea Bags,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8463803941174,ORGANIC INDIA - Tulsi Masala Chai Tea - 25 Tea Bags,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8463820521782,ORGANIC INDIA - Tulsi Original Tea - 25 Tea Bags,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8463842378038,ORGANIC INDIA - Tulsi Sleep Tea - 25 Tea Bags,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8463846605110,ORGANIC INDIA - Tulsi Sweet Rose Tea - 25 Tea Bags,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8463854567734,ORGANIC INDIA - Tulsi Ginger Tea - 25 Tea Bags,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8463862006070,ORGANIC INDIA - Tulsi Turmeric Ginger Tea - 25 Tea Bags,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8463875932470,ORGANIC INDIA - Tulsi Wellness Tea - 25 Tea Bags,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8492979552566,THERONS COMFREY - Honeybush Tea - 30 Teabags,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8499762921782,INVINCIBLE LIVING - Celtic Salt Fine Ground - 227g,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8499764101430,INVINCIBLE LIVING - Celtic Salt Light Grey Course - 227g,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8535421255990,PHARMA GERMANIA - African Potato - 100g,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8535422140726,PHARMA GERMANIA - Alfalfa Herb - 75g,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8535422763318,PHARMA GERMANIA - Aloe Ferox Ground - 50g,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8535425679670,PHARMA GERMANIA - Angelica Root Cut - 100g,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8535426138422,PHARMA GERMANIA - Aniseed - 100g,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8535426957622,PHARMA GERMANIA - Arrow Root Powder - 75g,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8535427645750,PHARMA GERMANIA - Ashwagandha Root Cut Powder - 75g,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8535429284150,PHARMA GERMANIA - Ashwagandha Root Cut - 75g,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8535430201654,PHARMA GERMANIA - Astragalus - 75g,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8535430594870,PHARMA GERMANIA - Basil - 100g,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8535433347382,PHARMA GERMANIA - Bay Leaves - 50g,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8535434363190,PHARMA GERMANIA - Bearberry Leaves - 100g,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8535437771062,PHARMA GERMANIA - Bedstraw Herb Cut - 75g,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8535441146166,PHARMA GERMANIA - Bilberries - 100g,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8535445668150,PHARMA GERMANIA - Black Cohosh - 75g,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8535447699766,PHARMA GERMANIA - Black Cumin Seeds - 75g,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8535450616118,PHARMA GERMANIA - Black Pepper - 100g,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8535455334710,PHARMA GERMANIA - Bladderwrack - 100g,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8535459201334,PHARMA GERMANIA - Boswellia Serrata - 100g,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8535461134646,PHARMA GERMANIA - Buchu Leaves Cut - 60g,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8535462314294,PHARMA GERMANIA - Calamus Root Cut - 100g,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8535466148150,PHARMA GERMANIA - Cancerbush Sutherlandia - 75g,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8535470473526,PHARMA GERMANIA - Caraway Seeds - 100g,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8535475978550,PHARMA GERMANIA - Catnip Herb Cut - 75g,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8535479910710,PHARMA GERMANIA - Cats Claw Powder - 100g,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8535482597686,PHARMA GERMANIA - Cayenne Powder - 100g,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8535485940022,PHARMA GERMANIA - Great Celandine - 100g,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8535543775542,PHARMA GERMANIA - Celery Seed - 100g,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8535553999158,PHARMA GERMANIA - Chamomile Flowers - 75g,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8535557407030,PHARMA GERMANIA - Chamomile Flowers - 25 Tea Bags,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8535563993398,PHARMA GERMANIA - Chase Tree Berries - 75g,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8535570284854,PHARMA GERMANIA - Chickweed Herb Cut - 75g,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8535574217014,PHARMA GERMANIA - Cinnamon Ground - 100g,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8535581262134,PHARMA GERMANIA - Cloves Powder - 100g,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8535587979574,PHARMA GERMANIA - Cloves Whole - 100g,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8535592632630,PHARMA GERMANIA - Coltsfoot Leaves Cut - 75g,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8535598661942,PHARMA GERMANIA - Comfrey Leaves - 100g,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8535603282230,PHARMA GERMANIA - Coriander - 100g,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8535609999670,PHARMA GERMANIA - Crampbark - 100g,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8535612457270,PHARMA GERMANIA - Dandelion Herb Cut - 75g,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8535617765686,PHARMA GERMANIA - Dandelion Root - 100g,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8535626154294,PHARMA GERMANIA - Devils Claw Slices - 100g,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8535634116918,PHARMA GERMANIA - Dong Quai - 100g,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8535674978614,PHARMA GERMANIA - Echinacea Herb Cut - 50g,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8535678484790,PHARMA GERMANIA - Echinacea Root - 50g,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8535693787446,PHARMA GERMANIA - Elder Flowers - 75g,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8535698735414,PHARMA GERMANIA - Elder Leaves - 75g,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8535702667574,PHARMA GERMANIA - Elder Berries - 100g,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8535705354550,PHARMA GERMANIA - Eyebright Herb - 75g,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8535709843766,PHARMA GERMANIA - Fennel Seeds - 100g,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8535711514934,PHARMA GERMANIA - Fenugreek Seed Powder - 100g,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8535715053878,PHARMA GERMANIA - Fenugreek Seeds - 100g,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8535719543094,PHARMA GERMANIA - Garlic Powder - 100g,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8535721738550,PHARMA GERMANIA - Gentain Root Cut - 100g,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8535727210806,PHARMA GERMANIA - Ginger Powder - 100g,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8535728816438,PHARMA GERMANIA - Ginkgo Leaves - 60g,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8535736320310,PHARMA GERMANIA - Ginseng Root - 50g,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8535742415158,PHARMA GERMANIA - Goats Rue Herb - 75g,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8535748673846,PHARMA GERMANIA - Green Tea - 100g,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8535753130294,PHARMA GERMANIA - Hawthorn Berries - 100g,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8535759257910,PHARMA GERMANIA - Hawthorn Leaves - 75g,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8535763583286,PHARMA GERMANIA - Henna Black - 100g,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8535770759478,PHARMA GERMANIA - Henna Red - 100g,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8535774232886,PHARMA GERMANIA - Hibiscus Flowers - 100g,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8535776952630,PHARMA GERMANIA - Holy Thistle Cut - 75g,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8535785701686,PHARMA GERMANIA - Hops - 40g,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8535818109238,PHARMA GERMANIA - Horsetail - 75g,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8535819649334,PHARMA GERMANIA - Hydrangea Root - 75g,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8535825645878,PHARMA GERMANIA - Hyssop Herb - 75g,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8535828300086,PHARMA GERMANIA - Indian Cornbread - 50g,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8535833805110,PHARMA GERMANIA - Irish Moss - 75g,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8535841374518,PHARMA GERMANIA - Jasmine Flowers - 50g,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8535843275062,PHARMA GERMANIA - Juniper Berries - 100g,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8535845798198,PHARMA GERMANIA - Lady's Mantle Herb - 60g,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8535866540342,PHARMA GERMANIA - Lavender Blossoms - 75g,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8535869784374,PHARMA GERMANIA - Lemongrass Cut - 75g,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8535872635190,PHARMA GERMANIA - Lily-of-the-Valley - 75g,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/8535875748150,PHARMA GERMANIA - Liquorice Root Powder - 100g,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
